the_geom,OBJECTID,PLACENAME,PLACETYPE,ADDRESS,CITY,ZIP,SOURCE,UNIQUEID,LATITUDE,LONGITUDE,LASTUPDATE
POINT (-121.879915766072 37.249039341055),983,The Learning Company & Academy,School,1200 BLOSSOM HILL RD,SAN JOSE,95112,NCES,2242014PRIVATE,37.2490344,-121.87990269,03/14/2014 12:00:00 AM +0000
POINT (-121.941809139092 37.410120329645),1494,Palmer College of Chiropractic - West,College and University,90 East Tasman Drive,San Jose,94134,Web Site,102012CU,37.41011538,-121.94179604,07/10/2009 12:00:00 AM +0000
POINT (-121.87836233981 37.32357074547),597,San Jose Fire Station 3,FireStation,98  MARTHA ST,San Jose,,County Comm,32012FIRE,37.3235658,-121.87834926,08/09/2012 12:00:00 AM +0000
POINT (-121.955960291554 37.345355198558),1406,Santa Clara Adult,School,1840 Benton Street,Santa Clara,95050,School Website 2014/CA_DEPT_EDU,43696744330148,37.34535026,-121.9559472,10/07/2014 12:00:00 AM +0000
POINT (-121.924356494194 37.310287825619),1424,Sherman Oaks Elementary,School,1800 Fruitdale Avenue,San Jose,95128,School Website 2014/CA_DEPT_EDU,43693936046692,37.31028289,-121.92434341,10/08/2014 12:00:00 AM +0000
POINT (-122.12294669683 37.439148771278),1341,Ohlone Elementary,School,950 Amarillo Avenue,Palo Alto,94303,School Website 2014/CA_DEPT_EDU,43696416048243,37.43914383,-122.12293356,10/06/2014 12:00:00 AM +0000
POINT (-121.96497922698 37.307566264933),262,Starbird Park,Park,,,,ESRI,2582010POS,37.30756133,-121.96496613,09/14/2011 12:00:00 AM +0000
POINT (-121.679157911041 37.154242382101),1084,Burnett (MH),School,85 Tilton Avenue,Morgan Hill,95037,School Website 2014/CA_DEPT_EDU,43104396100572,37.15423744,-121.67914488,08/28/2014 12:00:00 AM +0000
POINT (-121.99870436327 37.30400622134),1322,Murdock-Portal Elementary,School,1188 Wunderlich Drive,San Jose,95129,School Website 2014/CA_DEPT_EDU,43694196047039,37.30400129,-121.99869127,10/03/2014 12:00:00 AM +0000
POINT (-122.082474031013 37.378460403732),1061,Benjamin Bubb Elementary,School,525 Hans Avenue,Mountain View,94040,School Website 2014/CA_DEPT_EDU,43695916047955,37.37845547,-122.08246091,08/26/2014 12:00:00 AM +0000
POINT (-121.574438113571 37.014306018795),961,St. Mary School,School,7900 Church Street,Gilroy,95020,School Website/NCES,1972014PRIVATE,37.01430108,-121.57442511,03/14/2014 12:00:00 AM +0000
POINT (-121.884821823157 37.311932410251),375,Tamien Station,VTA Light Rail Station,Hwy 87  At  Tamien Station,,,VTA,000065,37.31192747,-121.88480874,01/15/2012 12:00:00 AM +0000
POINT (-121.945057327606 37.317817326409),250,Santana Park,Park,,,,ESRI,2462010POS,37.31781239,-121.94504424,09/14/2011 12:00:00 AM +0000
POINT (-121.906896761663 37.350332757159),1343,Osborne Juvenile Center,School,840 Guadalupe Parkway,San Jose,95110,School Website 2014/CA_DEPT_EDU,43104396066435,37.35032781,-121.90688367,10/06/2014 12:00:00 AM +0000
POINT (-122.004280045831 37.270737682187),131,Gardiner Park,Park,,,,ESRI,1272010POS,37.27073275,-122.00426695,09/14/2011 12:00:00 AM +0000
POINT (-121.969692042003 37.262731530505),524,Los Gatos Community Hospital,Hospital,815 Pollard Road,Los Gatos,95032,"ESRI [2008 & 2010] Map and Data, BIZ JRNL 2007",102012H,37.2627266,-121.96967895,08/01/2011 12:00:00 AM +0000
POINT (-121.995317664465 37.357134735762),1330,Santa Clara Unified District,School,1889 Lawrence Road,Santa Clara,95052,School Website 2014/CA_DEPT_EDU,43696740000000,37.3571298,-121.99530456,10/06/2014 12:00:00 AM +0000
POINT (-121.89812939675 37.330371604809),419,San Fernando Station,VTA Light Rail Station,San Fernando  At  Station,,,VTA,000131,37.33036666,-121.89811631,01/15/2012 12:00:00 AM +0000
POINT (-122.141804837682 37.427127073716),695,Palo Alto Courthouse,Court,270  GRANT AV,Palo Alto,,County Comm & Web Site,22012COURT,37.42712214,-122.1417917,08/09/2012 12:00:00 AM +0000
POINT (-121.889767408993 37.330172588114),434,Convention Center Station,VTA Light Rail Station,San Carlos  At  Convention Center,,,VTA,000040,37.33016764,-121.88975432,01/15/2012 12:00:00 AM +0000
POINT (-121.906004141127 37.333434289026),478,On Lok Senior Health Services San Jose Center,Clinic,299 STOCKTON AVE,SAN JOSE,94126,Office Of StateWide Health Planning And Development (OSHPD),306434199,37.33342934,-121.90599105,08/10/2012 12:00:00 AM +0000
POINT (-122.011715926755 37.409471280078),389,Crossman Station,VTA Light Rail Station,Java  At  Crossman,,,VTA,000075,37.40946634,-122.01170281,01/15/2012 12:00:00 AM +0000
POINT (-121.797395686979 37.252351544832),326,Blossom Hill Station,Railroad Station,,Blossom Hill,,VTA,132012RRS,37.2523466,-121.79738262,01/15/2012 12:00:00 AM +0000
POINT (-121.8342022161 37.354547481979),895,Montessori Academy,School,495 MASSAR AVE,SAN JOSE,95116,NCES,1242014PRIVATE,37.35454253,-121.83418914,03/11/2014 12:00:00 AM +0000
POINT (-121.934881729007 37.395734856744),444,Orchard Station,VTA Light Rail Station,North First  At  Orchard,,,VTA,000050,37.39572991,-121.93486863,01/15/2012 12:00:00 AM +0000
POINT (-122.113594193482 37.381411416886),548,Los Altos City Hall,City Hall,1 N. San Antonio Rd,Los Altos,94022,ESRI Data,112012CH,37.38140648,-122.11358107,08/09/2012 12:00:00 AM +0000
POINT (-121.875912472897 37.437888191633),894,Monarch Christian School,School,1715 E CALAVERAS BLVD,MILPITAS,95035,NCES,1232014PRIVATE,37.43788324,-121.87589938,03/11/2014 12:00:00 AM +0000
POINT (-121.623366222395 37.095375109465),34,Silveira Property County Park,Park,,,,SCCPRD,282011POS,37.09537017,-121.6233532,09/14/2011 12:00:00 AM +0000
POINT (-122.081705944273 37.363810783348),1208,Georgina P. Blach Junior High,School,1120 Covington Road,Los Altos,94024,School Website 2014/CA_DEPT_EDU,43695186047435,37.36380585,-122.08169283,09/11/2014 12:00:00 AM +0000
POINT (-122.145425464582 37.424186638154),504,Vista Center For The Blind And Visually Impaired,Clinic,2470 EL CAMINO REAL SUITE 107,PALO ALTO,94306,Office Of StateWide Health Planning And Development (OSHPD),306434019,37.4241817,-122.14541233,08/10/2012 12:00:00 AM +0000
POINT (-122.083596025867 37.380887242545),135,Graham School Park,Park,,,,ESRI,1312010POS,37.38088231,-122.08358291,09/14/2011 12:00:00 AM +0000
POINT (-121.811212200478 37.306571667306),512,Valley Health Center Silver Creek,Clinic,1620 E. Capitol Expressway,San Jose,95121,Santa Clara County Valley Medical Center,572012VMC,37.30656672,-121.81119913,08/10/2012 12:00:00 AM +0000
POINT (-121.830750622514 37.294452102384),1034,Andrew P. Hill High,School,3200 Senter Road,San Jose,95111,School Website 2014/CA_DEPT_EDU,43694274332995,37.29444716,-121.83073755,08/18/2014 12:00:00 AM +0000
POINT (-122.078365161903 37.373628522215),650,MountainView Fire Station 2,FireStation,160  CupertinoESTA DR,MountainView,,County Comm,572012FIRE,37.37362359,-122.07835204,08/09/2012 12:00:00 AM +0000
POINT (-121.915470626961 37.264286883379),729,Cambrian Branch Library,Library,1780 Hillsdale Ave,San Jose,95124,Web,242012LIB,37.26428195,-121.91545755,08/08/2012 12:00:00 AM +0000
POINT (-121.871883198217 37.34993279817),1397,San Jose High,School,275 N. 24th Street,San Jose,95116,School Website 2014/CA_DEPT_EDU,43696664337200,37.34992785,-121.87187011,10/07/2014 12:00:00 AM +0000
POINT (-121.868326563128 37.419093332012),839,Foothill SDA  Elementry School,School,1991 Landess Avenue,Milpitas,95035,School Website/NCES,662014PRIVATE,37.41908838,-121.86831347,03/11/2014 12:00:00 AM +0000
POINT (-122.169343996103 37.430043087513),271,The Oval Park,Park,,,,ESRI,2672010POS,37.43003815,-122.16933086,09/14/2011 12:00:00 AM +0000
POINT (-121.948319718661 37.279182896942),426,Winchester Station,VTA Light Rail Station,Winchester  At  Station,,,VTA,000128,37.27917796,-121.94830663,01/15/2012 12:00:00 AM +0000
POINT (-122.040498740768 37.31041309401),164,Jollyman Park,Park,,,,ESRI,1602010POS,37.31040816,-122.04048564,09/14/2011 12:00:00 AM +0000
POINT (-121.890319576721 37.336010530641),450,Santa Clara Station,VTA Light Rail Station,South First  At  Santa Clara,,,VTA,000008,37.33600559,-121.89030649,01/15/2012 12:00:00 AM +0000
POINT (-121.851442311315 37.300103111539),3,SANTA CLARA FAIRGROUNDS,Stadium,344 Tully Road,San Jose,95111,ESRI Data,3D67STD,37.30009817,-121.85142924,08/14/2012 12:00:00 AM +0000
POINT (-122.16291680616 37.446263035397),133,Gogswell Park,Park,,,,ESRI,1292010POS,37.4462581,-122.16290367,09/14/2011 12:00:00 AM +0000
POINT (-122.085033035768 37.39381896471),890,Mountain View Academy,School,360 South Shoreline Boulevard,Mountain View,94041,School Website/NCES,1182014PRIVATE,37.39381403,-122.08501991,03/11/2014 12:00:00 AM +0000
POINT (-121.922241237095 37.277720090032),1056,Bagby Elementary,School,1840 Harris Ave,San Jose,95124,School Website 2014/CA_DEPT_EDU,43693856046411,37.27771515,-121.92222815,08/26/2014 12:00:00 AM +0000
POINT (-121.933850419024 37.394087107111),445,Orchard Station,VTA Light Rail Station,North First  At  Orchard,,,VTA,000017,37.39408216,-121.93383732,01/15/2012 12:00:00 AM +0000
POINT (-121.933656329981 37.264198449551),80,Camden Park,Park,,,,ESRI,762010POS,37.26419351,-121.93364325,09/14/2011 12:00:00 AM +0000
POINT (-121.822744839963 37.351081831573),795,Achieve Kids,School,1212 MCGINNESS AVE,SAN JOSE,95127,NCES,152014PRIVATE,37.35107688,-121.82273176,03/10/2014 12:00:00 AM +0000
POINT (-121.838304980646 37.330419943817),1337,O. S. Hubbard Elementary,School,1745 June Avenue,San Jose,95122,School Website 2014/CA_DEPT_EDU,43693696046270,37.33041499,-121.8382919,10/06/2014 12:00:00 AM +0000
POINT (-121.586981095948 37.054460652809),1387,Rucker Elementary,School,325 Santa Clara Avenue,Santa Clara,95020,School Website 2014/CA_DEPT_EDU,43694846047336,37.05445571,-121.58696809,10/07/2014 12:00:00 AM +0000
POINT (-121.865507584823 37.262470612281),121,Erikson Park,Park,,,,ESRI,1172010POS,37.26246567,-121.86549451,09/14/2011 12:00:00 AM +0000
POINT (-122.020148352735 37.394164506453),1125,Columbia Middle,School,739 Morse Avenue,Sunnyvale,94085,School Website 2014/CA_DEPT_EDU,43696906049241,37.39415956,-122.02013524,09/05/2014 12:00:00 AM +0000
POINT (-121.759156717904 37.243583648177),58,Basking Ridge Park,Park,,,,ESRI,542010POS,37.2435787,-121.75914366,09/14/2011 12:00:00 AM +0000
POINT (-121.999108760502 37.302904207882),206,Murdock Park,Park,,,,ESRI,2022010POS,37.30289927,-121.99909566,09/14/2011 12:00:00 AM +0000
POINT (-122.073089094084 37.368472056016),97,Cooper Park,Park,,,,ESRI,932010POS,37.36846712,-122.07307598,09/14/2011 12:00:00 AM +0000
POINT (-121.789504052729 37.235971240363),372,Santa Teresa Station,VTA Light Rail Station,Santa Teresa Station  At  Station,,,VTA,000002,37.2359663,-121.78949099,01/15/2012 12:00:00 AM +0000
POINT (-122.086215531034 37.389147168905),113,Eagle Park,Park,,,,ESRI,1092010POS,37.38914223,-122.08620241,09/14/2011 12:00:00 AM +0000
POINT (-121.899433712245 37.365485110598),599,San Jose Fire Station 5,FireStation,1380 N 10TH ST,San Jose,,County Comm,52012FIRE,37.36548016,-121.89942062,08/09/2012 12:00:00 AM +0000
POINT (-121.652660998574 37.1494801099),1426,Silicon Valley Flex Academy,School,610 Jarvis Drive,Morgan Hill,95037,School Website 2014/CA_DEPT_EDU,43104390121780,37.14947516,-121.65264797,10/08/2014 12:00:00 AM +0000
POINT (-122.057497048467 37.350233396835),941,South Peninsula Hebrew Day School,School,1030 Astoria Drive,Sunnyvale,94087,School Website/NCES,1762014PRIVATE,37.35022846,-122.05748394,03/13/2014 12:00:00 AM +0000
POINT (-121.801458218688 37.23841013719),738,Santa Teresa Branch Library,Library,290 International Circle,San Jose,95119,Web,332012LIB,37.23840519,-121.80144516,08/08/2012 12:00:00 AM +0000
POINT (-121.881671690295 37.429871426275),1372,Robert Randall Elementary,School,1300 Edsel Drive,Milpitas,95035,School Website 2014/CA_DEPT_EDU,43733876047674,37.42986647,-121.8816586,10/06/2014 12:00:00 AM +0000
POINT (-122.038805610217 37.370155578526),697,Sunnyvale Court house,Court,605 W EL CAMINO REAL,Sunnyvale,,County Comm & Web Site,42012COURT,37.37015064,-122.0387925,08/09/2012 12:00:00 AM +0000
POINT (-121.827448825748 37.304379214815),982,Tower Academy,School,2887 Mclaughlin Avenue,San Jose,95121,School Website/NCES,2232014PRIVATE,37.30437427,-121.82743575,03/14/2014 12:00:00 AM +0000
POINT (-122.065927904217 37.390538188299),394,Evelyn Station,VTA Light Rail Station,Evelyn Station  At  Station,,,VTA,000084,37.39053325,-122.06591479,01/15/2012 12:00:00 AM +0000
POINT (-121.849179211592 37.355447303865),489,San Jose Dental Surgery Center,Clinic,1998 ALUM ROCK AVENUE,SAN JOSE,95116,Office Of StateWide Health Planning And Development (OSHPD),306434201,37.35544235,-121.84916613,08/10/2012 12:00:00 AM +0000
POINT (-121.848887938817 37.307051199319),620,San Jose Fire Station 26,FireStation,528  TULLY RD,San Jose,,County Comm,262012FIRE,37.30704625,-121.84887486,08/09/2012 12:00:00 AM +0000
POINT (-122.068015219853 37.358232203579),1032,Mountain View High,School,3535 Truman Avenue,Mountain View,94040,School Website 2014/CA_DEPT_EDU,43696094334728,37.35822727,-122.06800211,08/18/2014 12:00:00 AM +0000
POINT (-121.863865426562 37.349919948047),841,Five Wounds School,School,1390 Five Wounds Lane,San Jose,95116,School Website,682014PRIVATE,37.349915,-121.86385234,03/11/2014 12:00:00 AM +0000
POINT (-121.773368666153 37.21552862782),28,Santa Teresa County Park,Park,,,,SCCPRD,222011POS,37.21552368,-121.77335561,09/14/2011 12:00:00 AM +0000
POINT (-121.663482049042 37.141882683423),669,County Fire El Torro Station,FireStation,18300  OLD MONTEREY RD,Morgan Hill,,County Comm,762012FIRE,37.14187774,-121.66346902,08/09/2012 12:00:00 AM +0000
POINT (-121.856287580912 37.403803161225),1425,Sierramont Middle,School,3155 Kimlee Drive,San Jose,95132,School Website 2014/CA_DEPT_EDU,43693776093033,37.40379821,-121.85627449,10/08/2014 12:00:00 AM +0000
POINT (-121.892488515834 37.376858877805),210,North Coyote Park,Park,,,,ESRI,2062010POS,37.37685393,-121.89247543,09/14/2011 12:00:00 AM +0000
POINT (-122.137755166258 37.383841530463),546,Los Altos Hills Town Hall,Town Hall,26379 Fremont Rd,Los Altos Hills,94022,ESRI Data,92012CH,37.3838366,-122.13774204,08/09/2012 12:00:00 AM +0000
POINT (-121.867438990684 37.221076464388),556,Almaden Community Center,Community Center,6445 Camden Ave,San Jose,,ISD-GIS -  Compiled data from the internet,42012C,37.22107153,-121.86742592,08/09/2012 12:00:00 AM +0000
POINT (-121.810244351745 37.355062698116),1321,Mt. Pleasant Elementary,School,14275 Candler Drive,San Jose,95127,School Website 2014/CA_DEPT_EDU,43696176048060,37.35505775,-121.81023128,10/03/2014 12:00:00 AM +0000
POINT (-121.861456572334 37.387349637494),1482,Berryessa Community,School,1171 N. Capitol Avenue,San Jose,95131,School Website 2014/CA_DEPT_EDU,43104394330155,37.38734469,-121.86144349,10/09/2014 12:00:00 AM +0000
POINT (-121.788267216478 37.216982493057),1323,Muriel Wright Residential Center,School,298 Bernal Road,San Jose,95119,School Website 2014/CA_DEPT_EDU,43104396066427,37.21697755,-121.78825416,10/03/2014 12:00:00 AM +0000
POINT (-121.841037651515 37.252771984508),343,Blossom Hill Station,VTA Light Rail Station,Hwy 85  At  Blossom Hill,,,VTA,000036,37.25276704,-121.84102458,01/15/2012 12:00:00 AM +0000
POINT (-121.778501482658 37.336431654078),140,Groesbeck Hill Park,Park,,,,ESRI,1362010POS,37.3364267,-121.77848841,09/14/2011 12:00:00 AM +0000
POINT (-121.840514671519 37.337975731741),1159,KIPP Heartwood Academy,School,1250 South King Road,San Jose,95122,School Website 2014/CA_DEPT_EDU,43693690106633,37.33797078,-121.84050159,09/08/2014 12:00:00 AM +0000
POINT (-121.880175461974 37.321779131408),728,Biblioteca Latinoamericana Branch Library,Library,921 South First St.,San Jose,95110,Web,232012LIB,37.32177419,-121.88016238,08/08/2012 12:00:00 AM +0000
POINT (-121.229647022763 37.044927011491),40,Pacheco State Park,Park,,,,SCC-Plannning,352011POS,37.04492205,-121.22963407,09/14/2011 12:00:00 AM +0000
POINT (-121.727472883815 37.232199265923),26,Motorcycle County Park,Park,,,,SCCPRD,202011POS,37.23219432,-121.72745983,09/14/2011 12:00:00 AM +0000
POINT (-121.870286550826 37.411211641402),1316,Berryessa Union Elementary,School,1970 Morrill Avenue,San Jose,95132,School Website 2014/CA_DEPT_EDU,43693776068928,37.41120669,-121.87027346,10/02/2014 12:00:00 AM +0000
POINT (-121.987420517591 37.403514570076),418,Reamwood Station,VTA Light Rail Station,Tasman  At  Reamwood,,,VTA,000068,37.40350963,-121.98740741,01/15/2012 12:00:00 AM +0000
POINT (-121.987622646224 37.34105129499),786,Neighborhood Christian Center,School,887 POMEROY AVE,SANTA CLARA,95051,NCES,22014PRIVATE,37.34104636,-121.98760955,03/07/2014 12:00:00 AM +0000
POINT (-122.001913487833 37.342738495931),1259,Laurelwood Elementary,School,955 Teal Drive,Santa Clara,95051,School Website 2014/CA_DEPT_EDU,43696746048904,37.34273356,-122.00190038,09/29/2014 12:00:00 AM +0000
POINT (-121.975452844348 37.366763475118),1074,Bracher Elementary,School,2700 Chromite Drive,Santa Clara,95051,School Website 2014/CA_DEPT_EDU,43696746048805,37.36675853,-121.97543974,08/27/2014 12:00:00 AM +0000
POINT (-121.926682837569 37.118175231726),692,Cal Fire Loma Prieta Station,FireStation,24000  SOQUEL SAN JOSE RD,Los Gatos,,County Comm,1022012FIRE,37.11817031,-121.92666977,08/09/2012 12:00:00 AM +0000
POINT (-122.088468584105 37.275718798407),18,Stevens Creek County Park,Park,,,,SCCPRD,122011POS,37.27571387,-122.08845547,09/14/2011 12:00:00 AM +0000
POINT (-121.894330936549 37.338399498007),595,San Jose Fire Station 1,FireStation,201 N MARKET ST,San Jose,,County Comm,12012FIRE,37.33839455,-121.89431785,08/09/2012 12:00:00 AM +0000
POINT (-121.823741653939 37.377494467258),1275,Linda Vista Elementary School,School,100 Kirk Ave,San Jose,95127,School Website 2014/CA_DEPT_EDU,43693696046213,37.37748951,-121.82372857,09/30/2014 12:00:00 AM +0000
POINT (-122.098456108491 37.408876660722),1311,Monta Loma Elementary,School,460 Thompson Avenue,Mountain View,94043,School Website 2014/CA_DEPT_EDU,43695916049480,37.40887172,-122.09844298,10/02/2014 12:00:00 AM +0000
POINT (-121.859745035384 37.409970608699),61,Berryessa Creek Park,Park,,,,ESRI,572010POS,37.40996566,-121.85973195,09/14/2011 12:00:00 AM +0000
POINT (-121.879963338309 37.276073230297),806,Calvary Chapel Christian Academy,School,1175 Hillsdale Ave,San Jose,95118,School Website,292014PRIVATE,37.27606829,-121.87995026,03/10/2014 12:00:00 AM +0000
POINT (-121.680794937245 37.105634675501),789,Almaden Valley Christian School,School,16465 Carlson Drive,Morgan Hill,95037,School Website,92014PRIVATE,37.10562973,-121.68078191,03/07/2014 12:00:00 AM +0000
POINT (-121.798844893184 37.346259329064),1053,Latino College Preparatory Academy,School,1966 Flint Avenue,San Jose,95148,School Website 2014/CA_DEPT_EDU,43694274330668,37.34625438,-121.79883182,08/26/2014 12:00:00 AM +0000
POINT (-121.869642199471 37.395120941635),361,Hostetter Station,VTA Light Rail Station,Capitol  At  Agua Vista,,,VTA,000107,37.39511599,-121.86962911,01/15/2012 12:00:00 AM +0000
